"   Channel,  Energy(keV),   Counts"
"    2562,     556.2150,         56"
"    2563,     556.4337,         73"
"    2564,     556.6524,         66"
"    2565,     556.8712,         58"
"    2566,     557.0899,         72"
"    2567,     557.3086,         67"
"    2568,     557.5273,         62"
"    2569,     557.7460,         70"
"    2570,     557.9647,         63"
"    2571,     558.1835,         66"
"    2572,     558.4022,         63"
"    2573,     558.6209,         58"
"    2574,     558.8396,         85"
"    2575,     559.0583,         61"
"    2576,     559.2770,         65"
"    2577,     559.4958,         53"
"    2578,     559.7145,         78"
"    2579,     559.9332,         65"
"    2580,     560.1519,         62"
"    2581,     560.3706,         68"
"    2582,     560.5893,         55"
"    2583,     560.8080,         68"
"    2584,     561.0268,         69"
"    2585,     561.2455,         71"
"    2586,     561.4642,         62"
"    2587,     561.6829,         63"
"    2588,     561.9016,         59"
"    2589,     562.1203,         69"
"    2590,     562.3391,         60"
"    2591,     562.5578,         74"
"    2592,     562.7765,         63"
"    2593,     562.9952,         69"
"    2594,     563.2139,         51"
"    2595,     563.4326,         59"
"    2596,     563.6514,         70"
"    2597,     563.8701,         66"
"    2598,     564.0888,         65"
"    2599,     564.3075,         68"
"    2600,     564.5262,         67"
"    2601,     564.7449,         54"
"    2602,     564.9636,         64"
"    2603,     565.1824,         61"
"    2604,     565.4011,         72"
"    2605,     565.6198,         53"
"    2606,     565.8385,         64"
"    2607,     566.0572,         76"
"    2608,     566.2759,         80"
"    2609,     566.4947,         72"
"    2610,     566.7134,         66"
"    2611,     566.9321,         62"
"    2612,     567.1508,         70"
"    2613,     567.3695,         79"
"    2614,     567.5882,         68"
"    2615,     567.8070,         82"
"    2616,     568.0257,         65"
"    2617,     568.2444,         69"
"    2618,     568.4631,         63"
"    2619,     568.6818,         63"
"    2620,     568.9005,         68"
"    2621,     569.1193,         70"
"    2622,     569.3380,         66"
"    2623,     569.5567,         55"
"    2624,     569.7754,         75"
"    2625,     569.9941,         56"
"    2626,     570.2128,         57"
"    2627,     570.4315,         60"
"    2628,     570.6503,         62"
"    2629,     570.8690,         62"
"    2630,     571.0877,         56"
"    2631,     571.3064,         60"
"    2632,     571.5251,         75"
"    2633,     571.7438,         58"
"    2634,     571.9626,         64"
"    2635,     572.1813,         74"
"    2636,     572.4000,         59"
"    2637,     572.6187,         61"
"    2638,     572.8374,         73"
"    2639,     573.0561,         51"
"    2640,     573.2749,         66"
"    2641,     573.4936,         62"
"    2642,     573.7123,         62"
"    2643,     573.9310,         78"
"    2644,     574.1497,         75"
"    2645,     574.3684,         60"
"    2646,     574.5871,         51"
"    2647,     574.8059,         63"
"    2648,     575.0246,         71"
"    2649,     575.2433,         70"
"    2650,     575.4620,         59"
"    2651,     575.6807,         75"
"    2652,     575.8994,         68"
"    2653,     576.1182,         63"
"    2654,     576.3369,         73"
"    2655,     576.5556,         65"
"    2656,     576.7743,         74"
"    2657,     576.9930,         57"
"    2658,     577.2117,         68"
"    2659,     577.4305,         55"
"    2660,     577.6492,         65"
"    2661,     577.8679,         73"
"    2662,     578.0866,         75"
"    2663,     578.3053,         57"
"    2664,     578.5240,         65"
"    2665,     578.7427,         66"
"    2666,     578.9615,         63"
"    2667,     579.1802,         66"
"    2668,     579.3989,         68"
"    2669,     579.6176,         78"
"    2670,     579.8363,         59"
"    2671,     580.0550,         67"
"    2672,     580.2738,         65"
"    2673,     580.4925,         63"
"    2674,     580.7112,         76"
"    2675,     580.9299,         64"
"    2676,     581.1486,         63"
"    2677,     581.3673,         59"
"    2678,     581.5861,         71"
"    2679,     581.8048,         64"
"    2680,     582.0235,         82"
"    2681,     582.2422,         62"
"    2682,     582.4609,         64"
"    2683,     582.6796,         75"
"    2684,     582.8983,         61"
"    2685,     583.1171,         79"
"    2686,     583.3358,         69"
"    2687,     583.5545,         59"
"    2688,     583.7732,         71"
"    2689,     583.9919,         65"
"    2690,     584.2106,         81"
"    2691,     584.4294,         62"
"    2692,     584.6481,         72"
"    2693,     584.8668,         57"
"    2694,     585.0855,         64"
"    2695,     585.3042,         60"
"    2696,     585.5229,         68"
"    2697,     585.7417,         61"
"    2698,     585.9604,         58"
"    2699,     586.1791,         60"
"    2700,     586.3978,         76"
"    2701,     586.6165,         64"
"    2702,     586.8352,         57"
"    2703,     587.0539,         65"
"    2704,     587.2727,         65"
"    2705,     587.4914,         71"
"    2706,     587.7101,         58"
"    2707,     587.9288,         64"
"    2708,     588.1475,         51"
"    2709,     588.3662,         55"
"    2710,     588.5850,         73"
"    2711,     588.8037,         63"
"    2712,     589.0224,         64"
"    2713,     589.2411,         74"
"    2714,     589.4598,         56"
"    2715,     589.6785,         55"
"    2716,     589.8973,         64"
"    2717,     590.1160,         72"
"    2718,     590.3347,         70"
"    2719,     590.5534,         69"
"    2720,     590.7721,         71"
"    2721,     590.9908,         67"
"    2722,     591.2095,         73"
"    2723,     591.4283,         72"
"    2724,     591.6470,         65"
"    2725,     591.8657,         60"
"    2726,     592.0844,         64"
"    2727,     592.3031,         62"
"    2728,     592.5218,         53"
"    2729,     592.7406,         73"
"    2730,     592.9593,         59"
"    2731,     593.1780,         49"
"    2732,     593.3967,         60"
"    2733,     593.6154,         62"
"    2734,     593.8341,         61"
"    2735,     594.0529,         69"
"    2736,     594.2716,         58"
"    2737,     594.4903,         65"
"    2738,     594.7090,         71"
"    2739,     594.9277,         61"
"    2740,     595.1464,         57"
"    2741,     595.3651,         67"
"    2742,     595.5839,         64"
"    2743,     595.8026,         60"
"    2744,     596.0213,         76"
"    2745,     596.2400,         57"
"    2746,     596.4587,         80"
"    2747,     596.6774,         59"
"    2748,     596.8962,         68"
"    2749,     597.1149,         73"
"    2750,     597.3336,         69"
"    2751,     597.5523,         51"
"    2752,     597.7710,         57"
"    2753,     597.9897,         63"
"    2754,     598.2085,         66"
"    2755,     598.4272,         62"
"    2756,     598.6459,         62"
"    2757,     598.8646,         71"
"    2758,     599.0833,         67"
"    2759,     599.3020,         51"
"    2760,     599.5207,         64"
"    2761,     599.7395,         64"
"    2762,     599.9582,         63"
"    2763,     600.1769,         61"
"    2764,     600.3956,         81"
"    2765,     600.6143,         76"
"    2766,     600.8330,         69"
"    2767,     601.0518,         68"
"    2768,     601.2705,         89"
"    2769,     601.4892,         59"
"    2770,     601.7079,         76"
"    2771,     601.9266,         71"
"    2772,     602.1453,         69"
"    2773,     602.3641,         67"
"    2774,     602.5828,         68"
"    2775,     602.8015,         60"
"    2776,     603.0202,         71"
"    2777,     603.2389,         49"
"    2778,     603.4576,         64"
"    2779,     603.6763,         77"
"    2780,     603.8951,         61"
"    2781,     604.1138,         72"
"    2782,     604.3325,         59"
"    2783,     604.5512,         82"
"    2784,     604.7699,         82"
"    2785,     604.9886,         72"
"    2786,     605.2074,         75"
"    2787,     605.4261,         76"
"    2788,     605.6448,         88"
"    2789,     605.8635,         87"
"    2790,     606.0822,         78"
"    2791,     606.3009,         72"
"    2792,     606.5197,         63"
"    2793,     606.7384,         56"
"    2794,     606.9571,         66"
"    2795,     607.1758,         67"
"    2796,     607.3945,         59"
"    2797,     607.6132,         79"
"    2798,     607.8319,         63"
"    2799,     608.0507,         68"
"    2800,     608.2694,         66"
"    2801,     608.4881,         69"
"    2802,     608.7068,         61"
"    2803,     608.9255,         71"
"    2804,     609.1442,         63"
"    2805,     609.3630,         59"
"    2806,     609.5817,         65"
"    2807,     609.8004,         55"
"    2808,     610.0191,         57"
"    2809,     610.2378,         59"
"    2810,     610.4565,         58"
"    2811,     610.6753,         49"
"    2812,     610.8940,         59"
"    2813,     611.1127,         65"
"    2814,     611.3314,         68"
"    2815,     611.5501,         68"
"    2816,     611.7688,         87"
"    2817,     611.9876,         56"
"    2818,     612.2063,         68"
"    2819,     612.4250,         62"
"    2820,     612.6437,         66"
"    2821,     612.8624,         66"
"    2822,     613.0811,         61"
"    2823,     613.2998,         66"
"    2824,     613.5186,         73"
"    2825,     613.7373,         63"
"    2826,     613.9560,         72"
"    2827,     614.1747,         69"
"    2828,     614.3934,         62"
"    2829,     614.6121,         51"
"    2830,     614.8309,         67"
"    2831,     615.0496,         67"
"    2832,     615.2683,         56"
"    2833,     615.4870,         70"
"    2834,     615.7057,         77"
"    2835,     615.9244,         75"
"    2836,     616.1432,         78"
"    2837,     616.3619,         49"
"    2838,     616.5806,         74"
"    2839,     616.7993,         74"
"    2840,     617.0180,         71"
"    2841,     617.2367,         53"
"    2842,     617.4554,         71"
"    2843,     617.6742,         58"
"    2844,     617.8929,         54"
"    2845,     618.1116,         67"
"    2846,     618.3303,         63"
